_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
13760,2021Q1,S92000003,d,S08000019,Breast,"",35,"",35,""
13761,2021Q1,S92000003,d,S08000019,Colorectal,"",43,"",35,""
13762,2021Q1,S92000003,d,S08000019,Head & Neck,"",4,"",2,""
13763,2021Q1,S92000003,d,S08000019,Lung,"",28,"",26,""
13764,2021Q1,S92000003,d,S08000019,Lymphoma,"",10,"",10,""
13765,2021Q1,S92000003,d,S08000019,Melanoma,"",6,"",6,""
13766,2021Q1,S92000003,d,S08000019,Ovarian,"",2,"",2,""
13767,2021Q1,S92000003,d,S08000019,Upper GI,"",29,"",26,""
13768,2021Q1,S92000003,d,S08000019,Urological,"",50,"",42,""
13769,2021Q1,S92000003,d,S08000020,All Cancer Types,d,330,"",249,""
13770,2021Q1,S92000003,d,S08000020,Breast,"",72,"",55,""
13771,2021Q1,S92000003,d,S08000020,Cervical,"",4,"",3,""
13772,2021Q1,S92000003,d,S08000020,Colorectal,"",47,"",38,""
13773,2021Q1,S92000003,d,S08000020,Head & Neck,"",15,"",12,""
13774,2021Q1,S92000003,d,S08000020,Lung,"",50,"",42,""
13775,2021Q1,S92000003,d,S08000020,Lymphoma,"",10,"",10,""
13776,2021Q1,S92000003,d,S08000020,Melanoma,"",8,"",8,""
13777,2021Q1,S92000003,d,S08000020,Ovarian,"",8,"",6,""
13778,2021Q1,S92000003,d,S08000020,Upper GI,"",39,"",37,""
13779,2021Q1,S92000003,d,S08000020,Urological,"",77,"",38,""
13780,2021Q1,S92000003,d,S08000022,All Cancer Types,d,226,"",164,""
13781,2021Q1,S92000003,d,S08000022,Breast,"",47,"",44,""
13782,2021Q1,S92000003,d,S08000022,Colorectal,"",37,"",24,""
13783,2021Q1,S92000003,d,S08000022,Head & Neck,"",7,"",5,""
13784,2021Q1,S92000003,d,S08000022,Lung,"",32,"",32,""
13785,2021Q1,S92000003,d,S08000022,Lymphoma,"",10,"",9,""
13786,2021Q1,S92000003,d,S08000022,Melanoma,"",8,"",7,""
13787,2021Q1,S92000003,d,S08000022,Ovarian,"",5,"",5,""
13788,2021Q1,S92000003,d,S08000022,Upper GI,"",30,"",22,""
13789,2021Q1,S92000003,d,S08000022,Urological,"",50,"",16,""
13790,2021Q1,S92000003,d,S08000024,All Cancer Types,d,614,"",508,""
13791,2021Q1,S92000003,d,S08000024,Breast,"",173,"",171,""
13792,2021Q1,S92000003,d,S08000024,Cervical,"",10,"",6,""
13793,2021Q1,S92000003,d,S08000024,Colorectal,"",92,"",79,""
13794,2021Q1,S92000003,d,S08000024,Head & Neck,"",37,"",34,""
13795,2021Q1,S92000003,d,S08000024,Lung,"",49,"",41,""
13796,2021Q1,S92000003,d,S08000024,Lymphoma,"",10,"",9,""
13797,2021Q1,S92000003,d,S08000024,Melanoma,"",19,"",17,""
13798,2021Q1,S92000003,d,S08000024,Ovarian,"",6,"",4,""
13799,2021Q1,S92000003,d,S08000024,Upper GI,"",85,"",78,""
13800,2021Q1,S92000003,d,S08000024,Urological,"",133,"",69,""
13801,2021Q1,S92000003,d,S08000025,All Cancer Types,d,6,"",5,""
13802,2021Q1,S92000003,d,S08000025,Colorectal,"",2,"",2,""
13803,2021Q1,S92000003,d,S08000025,Upper GI,"",3,"",3,""
13804,2021Q1,S92000003,d,S08000025,Urological,"",1,"",0,""
13805,2021Q1,S92000003,d,S08000026,All Cancer Types,d,6,"",6,""
13806,2021Q1,S92000003,d,S08000026,Breast,"",2,"",2,""
13807,2021Q1,S92000003,d,S08000026,Colorectal,"",1,"",1,""
13808,2021Q1,S92000003,d,S08000026,Upper GI,"",1,"",1,""
13809,2021Q1,S92000003,d,S08000026,Urological,"",2,"",2,""
13810,2021Q1,S92000003,d,S08000028,All Cancer Types,d,5,"",4,""
13811,2021Q1,S92000003,d,S08000028,Lung,"",3,"",3,""
13812,2021Q1,S92000003,d,S08000028,Urological,"",2,"",1,""
13813,2021Q1,S92000003,d,S08000029,All Cancer Types,d,164,"",143,""
13814,2021Q1,S92000003,d,S08000029,Breast,"",49,"",40,""
13815,2021Q1,S92000003,d,S08000029,Cervical,"",1,"",0,""
13816,2021Q1,S92000003,d,S08000029,Colorectal,"",37,"",36,""
13817,2021Q1,S92000003,d,S08000029,Head & Neck,"",4,"",4,""
13818,2021Q1,S92000003,d,S08000029,Lung,"",23,"",21,""
13819,2021Q1,S92000003,d,S08000029,Lymphoma,"",4,"",3,""
13820,2021Q1,S92000003,d,S08000029,Melanoma,"",9,"",7,""
13821,2021Q1,S92000003,d,S08000029,Ovarian,"",2,"",2,""
13822,2021Q1,S92000003,d,S08000029,Upper GI,"",8,"",6,""
13823,2021Q1,S92000003,d,S08000029,Urological,"",27,"",24,""
13824,2021Q1,S92000003,d,S08000030,All Cancer Types,d,193,"",181,""
13825,2021Q1,S92000003,d,S08000030,Breast,"",55,"",54,""
13826,2021Q1,S92000003,d,S08000030,Cervical,"",1,"",1,""
13827,2021Q1,S92000003,d,S08000030,Colorectal,"",24,"",23,""
13828,2021Q1,S92000003,d,S08000030,Head & Neck,"",2,"",1,""
13829,2021Q1,S92000003,d,S08000030,Lung,"",56,"",53,""
13830,2021Q1,S92000003,d,S08000030,Melanoma,"",5,"",4,""
13831,2021Q1,S92000003,d,S08000030,Ovarian,"",1,"",1,""
13832,2021Q1,S92000003,d,S08000030,Upper GI,"",24,"",23,""
13833,2021Q1,S92000003,d,S08000030,Urological,"",25,"",21,""
13834,2021Q1,S92000003,d,S08000031,All Cancer Types,d,1073,"",866,""
13835,2021Q1,S92000003,d,S08000031,Breast,"",254,"",250,""
13836,2021Q1,S92000003,d,S08000031,Cervical,"",21,"",16,""
13837,2021Q1,S92000003,d,S08000031,Colorectal,"",142,"",104,""
13838,2021Q1,S92000003,d,S08000031,Head & Neck,"",62,"",52,""
13839,2021Q1,S92000003,d,S08000031,Lung,"",173,"",154,""
13840,2021Q1,S92000003,d,S08000031,Lymphoma,"",26,"",23,""
13841,2021Q1,S92000003,d,S08000031,Melanoma,"",46,"",46,""
13842,2021Q1,S92000003,d,S08000031,Ovarian,"",28,"",23,""
13843,2021Q1,S92000003,d,S08000031,Upper GI,"",119,"",83,""
13844,2021Q1,S92000003,d,S08000031,Urological,"",202,"",115,""
13845,2021Q1,S92000003,d,S08000032,All Cancer Types,d,330,"",306,""
13846,2021Q1,S92000003,d,S08000032,Breast,"",103,"",98,""
13847,2021Q1,S92000003,d,S08000032,Cervical,"",2,"",2,""
13848,2021Q1,S92000003,d,S08000032,Colorectal,"",54,"",49,""
13849,2021Q1,S92000003,d,S08000032,Head & Neck,"",16,"",15,""
13850,2021Q1,S92000003,d,S08000032,Lung,"",33,"",33,""
13851,2021Q1,S92000003,d,S08000032,Lymphoma,"",12,"",12,""
13852,2021Q1,S92000003,d,S08000032,Melanoma,"",28,"",28,""
13853,2021Q1,S92000003,d,S08000032,Ovarian,"",4,"",4,""
13854,2021Q1,S92000003,d,S08000032,Upper GI,"",38,"",34,""
13855,2021Q1,S92000003,d,S08000032,Urological,"",40,"",31,""
13856,2021Q1,S92000003,d,SB0801,All Cancer Types,d,43,"",30,""
13857,2021Q1,S92000003,d,SB0801,Breast,"",1,"",1,""
13858,2021Q1,S92000003,d,SB0801,Colorectal,"",3,"",2,""
13859,2021Q1,S92000003,d,SB0801,Head & Neck,"",1,"",1,""
13860,2021Q1,S92000003,d,SB0801,Lung,"",38,"",26,""
13861,2021Q2,S08000015,"",S08000015,All Cancer Types,d,275,"",243,""
13862,2021Q2,S08000015,"",S08000015,Breast,"",88,"",60,""
13863,2021Q2,S08000015,"",S08000015,Colorectal,"",43,"",39,""
13864,2021Q2,S08000015,"",S08000015,Head & Neck,"",5,"",5,""
13865,2021Q2,S08000015,"",S08000015,Lung,"",35,"",35,""
13866,2021Q2,S08000015,"",S08000015,Lymphoma,"",8,"",8,""
13867,2021Q2,S08000015,"",S08000015,Melanoma,"",10,"",10,""
13868,2021Q2,S08000015,"",S08000015,Upper GI,"",38,"",38,""
13869,2021Q2,S08000015,"",S08000015,Urological,"",48,"",48,""
13870,2021Q2,S08000015,"",S08000017,All Cancer Types,d,4,"",4,""
13871,2021Q2,S08000015,"",S08000017,Breast,"",4,"",4,""
13872,2021Q2,S08000015,"",S08000031,All Cancer Types,d,39,"",34,""
13873,2021Q2,S08000015,"",S08000031,Breast,"",1,"",1,""
13874,2021Q2,S08000015,"",S08000031,Cervical,"",5,"",3,""
13875,2021Q2,S08000015,"",S08000031,Colorectal,"",4,"",4,""
13876,2021Q2,S08000015,"",S08000031,Head & Neck,"",4,"",4,""
13877,2021Q2,S08000015,"",S08000031,Lung,"",13,"",13,""
13878,2021Q2,S08000015,"",S08000031,Ovarian,"",2,"",2,""
13879,2021Q2,S08000015,"",S08000031,Upper GI,"",8,"",6,""
13880,2021Q2,S08000015,"",S08000031,Urological,"",2,"",1,""
13881,2021Q2,S08000015,"",SB0801,All Cancer Types,d,5,"",5,""
13882,2021Q2,S08000015,"",SB0801,Lung,"",5,"",5,""
13883,2021Q2,S08000016,"",S08000016,All Cancer Types,d,71,"",67,""
13884,2021Q2,S08000016,"",S08000016,Breast,"",10,"",10,""
13885,2021Q2,S08000016,"",S08000016,Colorectal,"",17,"",14,""
13886,2021Q2,S08000016,"",S08000016,Head & Neck,"",2,"",2,""
13887,2021Q2,S08000016,"",S08000016,Lung,"",12,"",12,""
13888,2021Q2,S08000016,"",S08000016,Lymphoma,"",2,"",2,""
13889,2021Q2,S08000016,"",S08000016,Melanoma,"",9,"",9,""
13890,2021Q2,S08000016,"",S08000016,Ovarian,"",3,"",3,""
13891,2021Q2,S08000016,"",S08000016,Upper GI,"",7,"",7,""
13892,2021Q2,S08000016,"",S08000016,Urological,"",9,"",8,""
13893,2021Q2,S08000016,"",S08000024,All Cancer Types,d,11,"",8,""
13894,2021Q2,S08000016,"",S08000024,Breast,"",1,"",1,""
13895,2021Q2,S08000016,"",S08000024,Head & Neck,"",2,"",2,""
13896,2021Q2,S08000016,"",S08000024,Lung,"",2,"",2,""
13897,2021Q2,S08000016,"",S08000024,Upper GI,"",2,"",2,""
13898,2021Q2,S08000016,"",S08000024,Urological,"",4,"",1,""
13899,2021Q2,S08000017,"",S08000017,All Cancer Types,d,87,"",82,""
13900,2021Q2,S08000017,"",S08000017,Breast,"",22,"",22,""
13901,2021Q2,S08000017,"",S08000017,Colorectal,"",17,"",16,""
13902,2021Q2,S08000017,"",S08000017,Head & Neck,"",1,"",1,""
13903,2021Q2,S08000017,"",S08000017,Lung,"",17,"",17,""
13904,2021Q2,S08000017,"",S08000017,Lymphoma,"",2,"",1,""
13905,2021Q2,S08000017,"",S08000017,Melanoma,"",6,"",6,""
13906,2021Q2,S08000017,"",S08000017,Upper GI,"",12,"",12,""
13907,2021Q2,S08000017,"",S08000017,Urological,"",10,"",7,""
13908,2021Q2,S08000017,"",S08000024,All Cancer Types,d,15,"",13,""
13909,2021Q2,S08000017,"",S08000024,Colorectal,"",2,"",2,""
13910,2021Q2,S08000017,"",S08000024,Head & Neck,"",6,"",5,""
13911,2021Q2,S08000017,"",S08000024,Lung,"",2,"",2,""
13912,2021Q2,S08000017,"",S08000024,Upper GI,"",3,"",3,""
13913,2021Q2,S08000017,"",S08000024,Urological,"",2,"",1,""
13914,2021Q2,S08000017,"",S08000031,All Cancer Types,d,2,"",2,""
13915,2021Q2,S08000017,"",S08000031,Head & Neck,"",2,"",2,""
13916,2021Q2,S08000017,"",SB0801,All Cancer Types,d,2,"",2,""
13917,2021Q2,S08000017,"",SB0801,Lung,"",2,"",2,""
13918,2021Q2,S08000019,"",S08000019,All Cancer Types,d,208,"",192,""
13919,2021Q2,S08000019,"",S08000019,Breast,"",47,"",47,""
13920,2021Q2,S08000019,"",S08000019,Cervical,"",2,"",2,""
13921,2021Q2,S08000019,"",S08000019,Colorectal,"",32,"",24,""
13922,2021Q2,S08000019,"",S08000019,Head & Neck,"",4,"",4,""
13923,2021Q2,S08000019,"",S08000019,Lung,"",28,"",27,""
13924,2021Q2,S08000019,"",S08000019,Lymphoma,"",14,"",14,""
13925,2021Q2,S08000019,"",S08000019,Melanoma,"",11,"",11,""
13926,2021Q2,S08000019,"",S08000019,Ovarian,"",5,"",5,""
13927,2021Q2,S08000019,"",S08000019,Upper GI,"",23,"",23,""
13928,2021Q2,S08000019,"",S08000019,Urological,"",42,"",35,""
13929,2021Q2,S08000019,"",S08000024,All Cancer Types,d,1,"",1,""
13930,2021Q2,S08000019,"",S08000024,Upper GI,"",1,"",1,""
13931,2021Q2,S08000019,"",S08000031,All Cancer Types,d,34,"",17,""
13932,2021Q2,S08000019,"",S08000031,Cervical,"",1,"",1,""
13933,2021Q2,S08000019,"",S08000031,Colorectal,"",3,"",0,""
13934,2021Q2,S08000019,"",S08000031,Head & Neck,"",7,"",6,""
13935,2021Q2,S08000019,"",S08000031,Lung,"",4,"",3,""
13936,2021Q2,S08000019,"",S08000031,Ovarian,"",1,"",1,""
13937,2021Q2,S08000019,"",S08000031,Upper GI,"",7,"",2,""
13938,2021Q2,S08000019,"",S08000031,Urological,"",11,"",4,""
13939,2021Q2,S08000019,"",SB0801,All Cancer Types,d,6,"",4,""
13940,2021Q2,S08000019,"",SB0801,Head & Neck,"",2,"",2,""
13941,2021Q2,S08000019,"",SB0801,Lung,"",4,"",2,""
13942,2021Q2,S08000020,"",S08000020,All Cancer Types,d,371,"",302,""
13943,2021Q2,S08000020,"",S08000020,Breast,"",92,"",82,""
13944,2021Q2,S08000020,"",S08000020,Cervical,"",3,"",2,""
13945,2021Q2,S08000020,"",S08000020,Colorectal,"",65,"",43,""
13946,2021Q2,S08000020,"",S08000020,Head & Neck,"",6,"",5,""
13947,2021Q2,S08000020,"",S08000020,Lung,"",58,"",50,""
13948,2021Q2,S08000020,"",S08000020,Lymphoma,"",10,"",4,""
13949,2021Q2,S08000020,"",S08000020,Melanoma,"",8,"",8,""
13950,2021Q2,S08000020,"",S08000020,Ovarian,"",5,"",5,""
13951,2021Q2,S08000020,"",S08000020,Upper GI,"",46,"",46,""
13952,2021Q2,S08000020,"",S08000020,Urological,"",78,"",57,""
13953,2021Q2,S08000022,"",S08000020,All Cancer Types,d,5,"",1,""
13954,2021Q2,S08000022,"",S08000020,Ovarian,"",1,"",1,""
13955,2021Q2,S08000022,"",S08000020,Urological,"",4,"",0,""
13956,2021Q2,S08000022,"",S08000022,All Cancer Types,d,259,"",173,""
13957,2021Q2,S08000022,"",S08000022,Breast,"",56,"",54,""
13958,2021Q2,S08000022,"",S08000022,Cervical,"",2,"",1,""
13959,2021Q2,S08000022,"",S08000022,Colorectal,"",47,"",27,""
13960,2021Q2,S08000022,"",S08000022,Head & Neck,"",5,"",5,""
13961,2021Q2,S08000022,"",S08000022,Lung,"",22,"",21,""
13962,2021Q2,S08000022,"",S08000022,Lymphoma,"",6,"",5,""
13963,2021Q2,S08000022,"",S08000022,Melanoma,"",10,"",8,""
13964,2021Q2,S08000022,"",S08000022,Ovarian,"",5,"",4,""
13965,2021Q2,S08000022,"",S08000022,Upper GI,"",32,"",19,""
13966,2021Q2,S08000022,"",S08000022,Urological,"",74,"",29,""
13967,2021Q2,S08000022,"",S08000024,All Cancer Types,d,7,"",1,""
13968,2021Q2,S08000022,"",S08000024,Melanoma,"",2,"",1,""
13969,2021Q2,S08000022,"",S08000024,Upper GI,"",2,"",0,""
13970,2021Q2,S08000022,"",S08000024,Urological,"",3,"",0,""
13971,2021Q2,S08000022,"",SB0801,All Cancer Types,d,2,"",2,""
13972,2021Q2,S08000022,"",SB0801,Lung,"",2,"",2,""
13973,2021Q2,S08000024,"",S08000016,All Cancer Types,d,5,"",5,""
13974,2021Q2,S08000024,"",S08000016,Breast,"",5,"",5,""
13975,2021Q2,S08000024,"",S08000024,All Cancer Types,d,624,"",552,""
13976,2021Q2,S08000024,"",S08000024,Breast,"",196,"",192,""
13977,2021Q2,S08000024,"",S08000024,Cervical,"",8,"",5,""
13978,2021Q2,S08000024,"",S08000024,Colorectal,"",92,"",81,""
13979,2021Q2,S08000024,"",S08000024,Head & Neck,"",41,"",39,""
13980,2021Q2,S08000024,"",S08000024,Lung,"",48,"",48,""
13981,2021Q2,S08000024,"",S08000024,Lymphoma,"",10,"",8,""
13982,2021Q2,S08000024,"",S08000024,Melanoma,"",42,"",40,""
13983,2021Q2,S08000024,"",S08000024,Ovarian,"",9,"",9,""
13984,2021Q2,S08000024,"",S08000024,Upper GI,"",75,"",72,""
13985,2021Q2,S08000024,"",S08000024,Urological,"",103,"",58,""
13986,2021Q2,S08000024,"",S08000029,All Cancer Types,d,2,"",2,""
13987,2021Q2,S08000024,"",S08000029,Breast,"",2,"",2,""
13988,2021Q2,S08000025,"",S08000020,All Cancer Types,d,4,"",3,""
13989,2021Q2,S08000025,"",S08000020,Upper GI,"",1,"",1,""
13990,2021Q2,S08000025,"",S08000020,Urological,"",3,"",2,""
13991,2021Q2,S08000025,"",S08000025,All Cancer Types,d,8,"",8,""
13992,2021Q2,S08000025,"",S08000025,Colorectal,"",2,"",2,""
13993,2021Q2,S08000025,"",S08000025,Melanoma,"",2,"",2,""
13994,2021Q2,S08000025,"",S08000025,Upper GI,"",2,"",2,""
13995,2021Q2,S08000025,"",S08000025,Urological,"",2,"",2,""
13996,2021Q2,S08000026,"",S08000020,All Cancer Types,d,5,"",3,""
13997,2021Q2,S08000026,"",S08000020,Cervical,"",1,"",0,""
13998,2021Q2,S08000026,"",S08000020,Head & Neck,"",1,"",1,""
13999,2021Q2,S08000026,"",S08000020,Lymphoma,"",1,"",0,""
14000,2021Q2,S08000026,"",S08000020,Upper GI,"",2,"",2,""
14001,2021Q2,S08000026,"",S08000024,All Cancer Types,d,1,"",0,""
14002,2021Q2,S08000026,"",S08000024,Urological,"",1,"",0,""
14003,2021Q2,S08000026,"",S08000026,All Cancer Types,d,9,"",8,""
14004,2021Q2,S08000026,"",S08000026,Breast,"",4,"",4,""
14005,2021Q2,S08000026,"",S08000026,Colorectal,"",1,"",1,""
14006,2021Q2,S08000026,"",S08000026,Upper GI,"",1,"",1,""
14007,2021Q2,S08000026,"",S08000026,Urological,"",3,"",2,""
14008,2021Q2,S08000028,"",S08000022,All Cancer Types,d,12,"",9,""
14009,2021Q2,S08000028,"",S08000022,Colorectal,"",3,"",3,""
14010,2021Q2,S08000028,"",S08000022,Lung,"",2,"",2,""
14011,2021Q2,S08000028,"",S08000022,Lymphoma,"",3,"",3,""
14012,2021Q2,S08000028,"",S08000022,Upper GI,"",1,"",1,""
14013,2021Q2,S08000028,"",S08000022,Urological,"",3,"",0,""
14014,2021Q2,S08000028,"",S08000028,All Cancer Types,d,10,"",8,""
14015,2021Q2,S08000028,"",S08000028,Breast,"",1,"",1,""
14016,2021Q2,S08000028,"",S08000028,Colorectal,"",2,"",2,""
14017,2021Q2,S08000028,"",S08000028,Lung,"",2,"",2,""
14018,2021Q2,S08000028,"",S08000028,Upper GI,"",4,"",3,""
14019,2021Q2,S08000028,"",S08000028,Urological,"",1,"",0,""
14020,2021Q2,S08000028,"",S08000031,All Cancer Types,d,2,"",2,""
14021,2021Q2,S08000028,"",S08000031,Head & Neck,"",1,"",1,""
14022,2021Q2,S08000028,"",S08000031,Upper GI,"",1,"",1,""
14023,2021Q2,S08000029,"",S08000015,All Cancer Types,d,1,"",1,""
14024,2021Q2,S08000029,"",S08000015,Breast,"",1,"",1,""
14025,2021Q2,S08000029,"",S08000024,All Cancer Types,d,36,"",20,""
14026,2021Q2,S08000029,"",S08000024,Cervical,"",1,"",0,""
14027,2021Q2,S08000029,"",S08000024,Colorectal,"",4,"",2,""
14028,2021Q2,S08000029,"",S08000024,Head & Neck,"",6,"",3,""
14029,2021Q2,S08000029,"",S08000024,Lung,"",14,"",12,""
14030,2021Q2,S08000029,"",S08000024,Lymphoma,"",1,"",0,""
14031,2021Q2,S08000029,"",S08000024,Upper GI,"",3,"",2,""
14032,2021Q2,S08000029,"",S08000024,Urological,"",7,"",1,""
14033,2021Q2,S08000029,"",S08000029,All Cancer Types,d,167,"",142,""
14034,2021Q2,S08000029,"",S08000029,Breast,"",37,"",30,""
14035,2021Q2,S08000029,"",S08000029,Colorectal,"",32,"",30,""
14036,2021Q2,S08000029,"",S08000029,Head & Neck,"",2,"",2,""
14037,2021Q2,S08000029,"",S08000029,Lung,"",27,"",27,""
14038,2021Q2,S08000029,"",S08000029,Lymphoma,"",3,"",2,""
14039,2021Q2,S08000029,"",S08000029,Melanoma,"",9,"",8,""
14040,2021Q2,S08000029,"",S08000029,Ovarian,"",1,"",1,""
14041,2021Q2,S08000029,"",S08000029,Upper GI,"",14,"",12,""
14042,2021Q2,S08000029,"",S08000029,Urological,"",42,"",30,""
14043,2021Q2,S08000029,"",S08000030,All Cancer Types,d,4,"",4,""
14044,2021Q2,S08000029,"",S08000030,Head & Neck,"",4,"",4,""
14045,2021Q2,S08000030,"",S08000020,All Cancer Types,d,2,"",2,""
14046,2021Q2,S08000030,"",S08000020,Lung,"",1,"",1,""
14047,2021Q2,S08000030,"",S08000020,Ovarian,"",1,"",1,""
14048,2021Q2,S08000030,"",S08000024,All Cancer Types,d,6,"",4,""
14049,2021Q2,S08000030,"",S08000024,Lung,"",4,"",3,""
14050,2021Q2,S08000030,"",S08000024,Urological,"",2,"",1,""
14051,2021Q2,S08000030,"",S08000030,All Cancer Types,d,227,"",206,""
14052,2021Q2,S08000030,"",S08000030,Breast,"",57,"",52,""
14053,2021Q2,S08000030,"",S08000030,Cervical,"",10,"",9,""
14054,2021Q2,S08000030,"",S08000030,Colorectal,"",47,"",45,""
14055,2021Q2,S08000030,"",S08000030,Head & Neck,"",6,"",5,""
14056,2021Q2,S08000030,"",S08000030,Lung,"",41,"",40,""
14057,2021Q2,S08000030,"",S08000030,Melanoma,"",7,"",7,""
14058,2021Q2,S08000030,"",S08000030,Ovarian,"",1,"",1,""
14059,2021Q2,S08000030,"",S08000030,Upper GI,"",27,"",25,""
14060,2021Q2,S08000030,"",S08000030,Urological,"",31,"",22,""
14061,2021Q2,S08000031,"",S08000019,All Cancer Types,d,1,"",1,""
14062,2021Q2,S08000031,"",S08000019,Breast,"",1,"",1,""
14063,2021Q2,S08000031,"",S08000024,All Cancer Types,d,1,"",0,""
14064,2021Q2,S08000031,"",S08000024,Upper GI,"",1,"",0,""
14065,2021Q2,S08000031,"",S08000031,All Cancer Types,d,969,"",786,""
14066,2021Q2,S08000031,"",S08000031,Breast,"",250,"",241,""
14067,2021Q2,S08000031,"",S08000031,Cervical,"",10,"",10,""
14068,2021Q2,S08000031,"",S08000031,Colorectal,"",126,"",87,""
14069,2021Q2,S08000031,"",S08000031,Head & Neck,"",62,"",48,""
14070,2021Q2,S08000031,"",S08000031,Lung,"",138,"",123,""
14071,2021Q2,S08000031,"",S08000031,Lymphoma,"",20,"",19,""
14072,2021Q2,S08000031,"",S08000031,Melanoma,"",50,"",50,""
14073,2021Q2,S08000031,"",S08000031,Ovarian,"",10,"",10,""
14074,2021Q2,S08000031,"",S08000031,Upper GI,"",91,"",71,""
14075,2021Q2,S08000031,"",S08000031,Urological,"",212,"",127,""
14076,2021Q2,S08000031,"",S08000032,All Cancer Types,d,43,"",39,""
14077,2021Q2,S08000031,"",S08000032,Breast,"",43,"",39,""
14078,2021Q2,S08000031,"",SB0801,All Cancer Types,d,22,"",17,""
14079,2021Q2,S08000031,"",SB0801,Lung,"",22,"",17,""
14080,2021Q2,S08000032,"",S08000024,All Cancer Types,d,1,"",1,""
14081,2021Q2,S08000032,"",S08000024,Upper GI,"",1,"",1,""
14082,2021Q2,S08000032,"",S08000031,All Cancer Types,d,61,"",44,""
14083,2021Q2,S08000032,"",S08000031,Breast,"",2,"",2,""
14084,2021Q2,S08000032,"",S08000031,Cervical,"",14,"",11,""
14085,2021Q2,S08000032,"",S08000031,Colorectal,"",4,"",2,""
14086,2021Q2,S08000032,"",S08000031,Head & Neck,"",3,"",3,""
14087,2021Q2,S08000032,"",S08000031,Lung,"",10,"",10,""
14088,2021Q2,S08000032,"",S08000031,Lymphoma,"",1,"",1,""
14089,2021Q2,S08000032,"",S08000031,Ovarian,"",2,"",2,""
14090,2021Q2,S08000032,"",S08000031,Upper GI,"",15,"",11,""
14091,2021Q2,S08000032,"",S08000031,Urological,"",10,"",2,""
14092,2021Q2,S08000032,"",S08000032,All Cancer Types,d,321,"",299,""
14093,2021Q2,S08000032,"",S08000032,Breast,"",69,"",69,""
14094,2021Q2,S08000032,"",S08000032,Cervical,"",1,"",1,""
14095,2021Q2,S08000032,"",S08000032,Colorectal,"",63,"",53,""
14096,2021Q2,S08000032,"",S08000032,Head & Neck,"",14,"",14,""
14097,2021Q2,S08000032,"",S08000032,Lung,"",50,"",50,""
14098,2021Q2,S08000032,"",S08000032,Lymphoma,"",13,"",13,""
14099,2021Q2,S08000032,"",S08000032,Melanoma,"",19,"",19,""
14100,2021Q2,S08000032,"",S08000032,Ovarian,"",2,"",2,""
14101,2021Q2,S08000032,"",S08000032,Upper GI,"",46,"",40,""
14102,2021Q2,S08000032,"",S08000032,Urological,"",44,"",38,""
14103,2021Q2,S08000032,"",SB0801,All Cancer Types,d,5,"",5,""
14104,2021Q2,S08000032,"",SB0801,Lung,"",5,"",5,""
14105,2021Q2,S92000003,d,S08000015,All Cancer Types,d,276,"",244,""
14106,2021Q2,S92000003,d,S08000015,Breast,"",89,"",61,""
14107,2021Q2,S92000003,d,S08000015,Colorectal,"",43,"",39,""
14108,2021Q2,S92000003,d,S08000015,Head & Neck,"",5,"",5,""
14109,2021Q2,S92000003,d,S08000015,Lung,"",35,"",35,""
14110,2021Q2,S92000003,d,S08000015,Lymphoma,"",8,"",8,""
14111,2021Q2,S92000003,d,S08000015,Melanoma,"",10,"",10,""
14112,2021Q2,S92000003,d,S08000015,Upper GI,"",38,"",38,""
14113,2021Q2,S92000003,d,S08000015,Urological,"",48,"",48,""
14114,2021Q2,S92000003,d,S08000016,All Cancer Types,d,76,"",72,""
14115,2021Q2,S92000003,d,S08000016,Breast,"",15,"",15,""
14116,2021Q2,S92000003,d,S08000016,Colorectal,"",17,"",14,""
14117,2021Q2,S92000003,d,S08000016,Head & Neck,"",2,"",2,""
14118,2021Q2,S92000003,d,S08000016,Lung,"",12,"",12,""
14119,2021Q2,S92000003,d,S08000016,Lymphoma,"",2,"",2,""
14120,2021Q2,S92000003,d,S08000016,Melanoma,"",9,"",9,""
14121,2021Q2,S92000003,d,S08000016,Ovarian,"",3,"",3,""
14122,2021Q2,S92000003,d,S08000016,Upper GI,"",7,"",7,""
14123,2021Q2,S92000003,d,S08000016,Urological,"",9,"",8,""
14124,2021Q2,S92000003,d,S08000017,All Cancer Types,d,91,"",86,""
14125,2021Q2,S92000003,d,S08000017,Breast,"",26,"",26,""
14126,2021Q2,S92000003,d,S08000017,Colorectal,"",17,"",16,""
14127,2021Q2,S92000003,d,S08000017,Head & Neck,"",1,"",1,""
14128,2021Q2,S92000003,d,S08000017,Lung,"",17,"",17,""
14129,2021Q2,S92000003,d,S08000017,Lymphoma,"",2,"",1,""
14130,2021Q2,S92000003,d,S08000017,Melanoma,"",6,"",6,""
14131,2021Q2,S92000003,d,S08000017,Upper GI,"",12,"",12,""
14132,2021Q2,S92000003,d,S08000017,Urological,"",10,"",7,""
14133,2021Q2,S92000003,d,S08000019,All Cancer Types,d,209,"",193,""
14134,2021Q2,S92000003,d,S08000019,Breast,"",48,"",48,""
14135,2021Q2,S92000003,d,S08000019,Cervical,"",2,"",2,""
